loc_rowid,kepid,koi_sage
2922,12208631,
2923,7289317,4.7000
2924,6500206,14.0000
2925,10031656,0.4000
2926,11495766,0.3000
2927,9451706,1.3800
2928,7584650,4.7000
2929,7584650,4.7000
2930,11337566,3.0900
2931,11769801,2.7700
2932,1995519,0.4000
2933,4914566,3.8800
2934,6198182,
2935,9574179,0.4000
2936,6211812,11.6000
2937,11391755,4.4000
2938,6521045,4.6000
2939,6432345,8.5000
2940,8703129,1.0960
2941,11076400,14.0000
2942,7877978,13.8000
2943,7903086,
2944,8210018,1.0000
2945,5088536,7.9000
2946,3834322,13.5000
2947,10073672,
2948,11188249,
2949,10068024,0.5600
2950,9636563,0.5000
2951,9520443,7.2000
2952,6937402,2.9000
2953,5475641,14.0000
2954,2853828,3.4300
2955,5817986,1.9000
2956,11129258,0.3000
2957,4939533,0.5000
2958,8845026,
2959,10386922,
2960,6521045,4.6000
2961,11548140,13.9000
2962,5545815,4.1000
2963,8631751,
2964,11401822,4.9000
2965,6507427,0.3000
2966,5521300,0.3000
2967,9753154,2.1300
2968,7604328,13.8000
2969,11236244,13.8000
2970,9837685,
2971,5042210,6.2000
2972,5514383,1.7000
2973,9451706,1.3800
2974,11391755,4.4000
2975,9088780,
2976,8894646,8.7000
2977,12061096,0.4000
2978,6933567,2.8000
2979,9993529,14.0000
2980,11303815,13.9000
2981,6044553,0.7000
2982,11962284,13.7000
2983,2573056,0.2500
2984,9451706,1.3800
2985,6842682,0.4000
2986,5779852,0.3700
2987,6042214,0.3400
2988,11904151,10.0000
2989,6200715,0.2400
2990,6291033,
2991,6758917,0.4000
2992,7098355,6.9000
2993,7101828,14.0000
2994,7269974,1.6000
2995,7269974,1.6000
2996,7440748,1.3000
2997,7440748,1.3000
2998,6707833,0.3000
2999,7700871,6.6000
3000,6786037,0.6000
3001,6786037,0.6000
3002,6786037,0.6000
3003,7025846,2.9000
3004,7119481,0.4000
3005,7445445,1.7000
3006,7445445,1.7000
3007,7445445,1.7000
3008,7595157,0.6000
3009,9153554,0.3000
3010,5092266,
3011,3642289,2.6200
3012,8161830,0.4000
3013,9301506,
3014,9714550,0.5000
3015,6263593,1.8000
3016,5475042,0.5000
3017,9959492,0.4000
3018,8827575,13.6000
3019,10383687,
3020,10470206,2.7500
3021,10518725,1.5800
3022,10545066,0.4000
3023,10552611,12.3900
3024,10552611,12.3900
3025,10587105,0.2000
3026,10587105,0.2000
3027,10587105,0.2000
3028,10616571,2.3000
3029,3558981,
3030,10878263,5.5000
3031,7504328,9.3000
3032,6889235,0.4210
3033,7977197,5.6000
3034,7977197,5.6000
3035,8043638,13.8000
3036,8621348,0.5000
3037,8773869,14.0000
3038,8845205,13.6000
3039,8890783,10.5000
3040,8890783,10.5000
3041,8891318,0.3000
3042,7595157,0.6000
3043,8056665,1.0700
3044,8008206,11.9000
3045,8008206,11.9000
3046,8106610,0.4300
3047,8120608,13.9000
3048,8120608,13.9000
3049,8120608,13.9000
3050,8120608,13.9000
3051,8193178,6.6000
3052,8193178,6.6000
3053,8827575,13.6000
3054,2716801,0.3000
3055,6461850,
3056,3642289,2.6200
3057,7281454,3.8000
3058,7216284,1.4000
3059,3234843,
3060,3234843,
3061,8192911,
3062,10554967,
3063,10878263,5.5000
3064,10982872,8.2000
3065,10982872,8.2000
3066,10982872,8.2000
3067,11015108,6.2000
3068,11074541,9.3000
3069,11100383,7.2000
3070,11189127,
3071,11194032,13.9000
3072,2445975,
3073,11394027,8.2000
3074,9008220,0.3000
3075,3248033,3.7000
3076,7199397,4.8300
3077,9583881,1.0000
3078,9589524,13.7000
3079,9703198,0.3000
3080,9844088,0.5000
3081,10019643,0.4000
3082,10019643,0.4000
3083,10123064,0.3000
3084,10155434,0.5000
3085,8344004,5.8000
3086,8056665,1.0700
3087,8344004,5.8000
3088,8355239,0.7000
3089,8355239,0.7000
3090,8367113,0.3000
3091,8474898,7.4000
3092,8558011,
3093,8558011,
3094,8565266,5.8000
3095,8616637,4.8000
3096,8616637,4.8000
3097,11019987,0.9500
3098,4857058,13.7000
3099,7613246,0.3000
3100,10924562,
3101,3662838,1.7000
3102,9899505,
3103,5040077,
3104,4067925,4.2000
3105,4847782,0.8000
3106,3230805,1.1000
3107,11395587,5.0000
3108,11442793,0.5300
3109,11442793,0.5300
3110,11442793,0.5300
3111,11442793,0.5300
3112,11442793,0.5300
3113,11442793,0.5300
3114,11521793,4.8000
3115,11521793,4.8000
3116,8248939,
3117,11566064,0.3300
3118,11566064,0.3300
3119,10460984,0.6200
3120,10460984,0.6200
3121,9955262,2.0500
3122,10460984,0.6200
3123,10460984,0.6200
3124,10577994,10.5000
3125,10577994,10.5000
3126,10599206,13.9000
3127,10934674,13.4000
3128,10990886,14.0000
3129,11015323,1.5000
3130,9210823,8.5000
3131,8625925,0.4000
3132,8822216,0.4000
3133,8822216,0.4000
3134,9020160,0.9000
3135,9020160,0.9000
3136,9020160,0.9000
3137,9076513,0.4000
3138,9146018,0.5000
3139,9146018,0.5000
3140,9146018,0.5000
3141,4676964,11.6000
3142,6072593,7.4000
3143,5865654,14.0000
3144,3219643,14.0000
3145,8546542,1.2000
3146,5966322,10.6000
3147,8197560,
3148,3328080,
3149,11551715,13.7000
3150,2715695,13.9000
3151,2715695,13.9000
3152,11568987,1.7000
3153,11568987,1.7000
3154,11621223,0.7200
3155,11624249,13.7000
3156,12017140,0.2000
3157,12106929,0.3000
3158,12107021,1.5000
3159,12404954,3.0000
3160,11554435,1.4000
3161,1571511,3.3000
3162,2438070,13.2000
3163,7296438,4.8000
3164,11134879,8.5000
3165,11192998,0.8000
3166,9552608,0.6800
3167,11192998,0.8000
3168,11192998,0.8000
3169,11255761,7.7000
3170,11497977,0.5000
3171,12061222,0.6000
3172,12316431,0.3000
3173,12404305,0.4000
3174,12834874,4.3000
3175,7941200,2.2000
3176,9279669,0.5000
3177,9570741,0.3000
3178,9607164,14.0000
3179,9631762,13.9000
3180,9763754,0.3000
3181,9782691,0.3000
3182,9782691,0.3000
3183,9886221,0.5000
3184,9957627,3.3000
3185,9958962,0.4000
3186,8430964,0.4000
3187,6312171,0.9000
3188,10665043,
3189,3654719,0.4000
3190,10619142,0.5400
3191,6029239,4.9000
3192,7106173,0.4000
3193,7106173,0.4000
3194,7106173,0.4000
3195,3324986,0.4000
3196,11623629,9.6000
3197,3545478,2.6000
3198,4815520,8.7000
3199,6603043,0.5140
3200,7175184,0.9400
3201,7175184,0.9400
3202,8494142,4.2100
3203,7051180,12.5000
3204,8494142,4.2100
3205,5652983,4.0000
3206,6471021,0.9100
3207,2557816,4.0000
3208,2576197,0.2400
3209,8823868,0.4130
3210,2576197,0.2400
3211,3239945,13.6000
3212,3239945,13.6000
3213,3239945,13.6000
3214,3239945,13.6000
3215,3541800,0.3000
3216,3559935,14.0000
3217,3834360,0.4000
3218,3966801,0.8000
3219,4832837,1.3000
3220,6462863,3.1300
3221,5014753,3.3000
3222,5441980,
3223,5562784,14.0000
3224,5608566,7.7000
3225,5686174,13.9000
3226,6309763,0.4200
3227,6587002,14.0000
3228,6587002,14.0000
3229,6960456,0.6000
3230,11912932,0.4000
3231,10749059,
3232,9119568,14.0000
3233,9119568,14.0000
3234,9020114,0.7000
3235,7668416,
3236,10905239,2.3000
3237,6029239,4.9000
3238,6609270,
3239,12406807,0.2300
3240,7364176,10.4000
3241,8686097,9.8000
3242,12356617,5.4000
3243,12643589,0.2800
3244,12643589,0.2800
3245,3323887,2.7000
3246,3323887,2.7000
3247,10223615,11.1000
3248,3323887,2.7000
3249,2449074,
3250,2446113,2.6500
3251,2446113,2.6500
3252,2452450,2.4000
3253,4049108,6.2000
3254,10187017,5.1000
3255,4454752,13.9000
3256,4757437,0.5000
3257,4757437,0.5000
3258,4833135,0.2000
3259,4847534,12.5000
3260,4852528,3.1000
3261,4852528,3.1000
3262,4852528,3.1000
3263,4852528,3.1000
3264,6462863,3.1300
3265,9958962,0.4000
3266,9958962,0.4000
3267,10216045,0.6000
3268,10294465,
3269,10388286,13.8000
3270,10600261,2.5000
3271,10600261,2.5000
3272,10600261,2.5000
3273,10656823,0.7000
3274,10656823,0.7000
3275,8046689,
3276,5096590,0.5000
3277,12352520,1.2000
3278,9650989,0.3000
3279,7455981,8.1000
3280,7582689,4.3400
3281,7582689,4.3400
3282,7582689,4.3400
3283,6063220,6.8000
3284,9959589,0.4000
3285,3230578,
3286,3231137,0.4200
3287,3342463,1.0000
3288,3353050,5.5000
3289,3446746,9.2000
3290,10620329,0.5300
3291,3656121,2.7000
3292,3656121,2.7000
3293,3733628,10.2000
3294,3831053,7.7000
3295,3847708,1.0000
3296,3849155,8.2000
3297,4852528,3.1000
3298,10187017,5.1000
3299,4951877,3.9000
3300,5282051,14.0000
3301,5340644,13.8000
3302,5461440,0.5000
3303,5689351,13.8000
3304,5689351,13.8000
3305,5689351,13.8000
3306,5689351,13.8000
3307,5903312,4.5000
3308,6462863,3.1300
3309,10676824,0.3000
3310,10718726,2.0000
3311,10973664,0.4000
3312,10973664,0.4000
3313,10973664,0.4000
3314,12459913,1.4200
3315,2441151,0.6000
3316,3970233,11.1000
3317,4832837,1.3000
3318,5124254,13.8000
3319,7107561,0.5000
3320,11508644,0.5000
3321,9605552,13.9000
3322,11237332,
3323,11518201,5.0000
3324,12168993,6.9000
3325,8895758,
3326,10031500,
3327,6071903,2.9000
3328,3756264,0.5000
3329,3858804,4.6000
3330,3942670,8.3000
3331,3942670,8.3000
3332,3964109,0.2000
3333,8554498,5.1000
3334,8669092,3.5700
3335,4159347,4.0000
3336,4165960,0.3000
3337,4252322,8.2000
3338,4376644,0.5000
3339,9946525,11.2000
3340,9946525,11.2000
3341,5689351,13.8000
3342,5780715,0.3000
3343,10187017,5.1000
3344,5812960,13.7000
3345,6266741,1.8000
3346,6266741,1.8000
3347,6381846,0.7000
3348,6381846,0.7000
3349,6381846,0.7000
3350,6422155,12.7000
3351,6422155,12.7000
3352,7368664,0.4000
3353,6462863,3.1300
3354,8374580,7.3000
3355,9714696,0.3000
3356,9846086,1.6000
3357,10353968,5.2000
3358,10384962,0.4000
3359,11773022,0.3000
3360,11773022,0.3000
3361,11773022,0.3000
3362,12251650,4.3000
3363,12417486,13.8000
3364,11572193,
3365,11285870,0.9000
3366,8581240,5.1000
3367,8581240,5.1000
3368,7022573,
3369,7676423,
3370,9288237,1.0000
3371,11714231,3.9000
3372,11720424,0.5000
3373,6289257,0.9300
3374,9946525,11.2000
3375,7289157,4.6000
3376,2695110,2.6000
3377,3217264,14.0000
3378,3544595,6.1000
3379,3217264,14.0000
3380,3217264,14.0000
3381,3342592,0.4000
3382,4247092,6.3000
3383,4949751,0.3000
3384,5003117,7.1000
3385,5035972,7.2000
3386,6422155,12.7000
3387,6422155,12.7000
3388,10187017,5.1000
3389,6451936,3.3000
3390,6451936,3.3000
3391,6838050,13.7000
3392,6937692,0.3000
3393,7602070,0.5000
3394,7812179,0.5000
3395,7840044,5.7000
3396,8015907,12.1000
3397,8017703,0.0000
3398,5695904,14.0000
3399,7918652,6.3000
3400,8847111,
3401,4568298,0.4000
3402,4374339,1.7100
3403,11802615,3.6000
3404,1725415,0.3000
3405,6636320,0.5000
3406,5520547,0.3000
3407,4848424,0.8000
3408,6523351,12.2000
3409,10861608,
3410,5551672,
3411,11499192,0.3000
3412,10934313,1.6000
3413,12416661,3.5100
3414,8197793,0.4000
3415,4076976,14.0000
3416,8751796,1.0300
3417,7097534,2.0000
3418,5218441,0.8000
3419,5351250,3.5000
3420,5351250,3.5000
3421,6850504,9.3000
3422,5351250,3.5000
3423,5351250,3.5000
3424,5444548,0.4000
3425,5449777,2.0000
3426,5478055,6.6000
3427,5683743,10.2000
3428,5791986,4.6000
3429,8017703,0.0000
3430,10187017,5.1000
3431,8017703,0.0000
3432,8022244,0.4000
3433,8022244,0.4000
3434,8037145,13.7000
3435,8037145,13.7000
3436,8037145,13.7000
3437,8162789,
3438,8265218,0.3000
3439,8806123,1.8000
3440,8509442,13.8000
3441,11304987,2.6000
3442,11244137,0.8000
3443,3848275,0.3000
3444,12021625,0.7000
3445,9777256,
3446,3742855,
3447,11905011,3.5300
3448,4175630,0.5000
3449,7433585,0.3000
3450,6289257,0.9300
3451,9907129,2.5900
3452,7609674,
3453,6964159,0.5000
3454,10252275,14.0000
3455,10252275,14.0000
3456,11455181,0.4000
3457,9541295,5.3000
3458,7516809,0.4000
3459,6115516,
3460,5791986,4.6000
3461,5872150,3.8000
3462,5872150,3.8000
3463,6850504,9.3000
3464,6289650,4.4000
3465,6508221,0.8000
3466,6508221,0.8000
3467,6879865,0.4000
3468,7975727,13.9000
3469,8219673,0.5000
3470,8352537,13.8000
3471,8806123,1.8000
3472,2571238,4.0000
3473,8934495,0.7000
3474,9119458,11.0000
3475,9157634,0.8000
3476,9636569,0.4000
3477,9941859,11.3000
3478,9941859,11.3000
3479,9941859,11.3000
3480,10068030,0.5000
3481,10266615,0.4000
3482,5702939,1.6000
3483,11709423,
3484,3852655,4.8000
3485,11255231,0.7000
3486,6103377,
3487,3747262,1.8600
3488,8758136,1.3000
3489,10190075,0.3000
3490,12785320,
3491,9070666,
3492,12405333,13.8000
3493,9899352,0.4000
3494,6291837,0.8200
3495,6945786,13.9000
3496,9758032,0.5000
3497,6444896,
3498,5640511,1.6200
3499,5978170,13.9000
3500,5440317,5.0000
3501,3752110,0.3900
3502,7336093,13.7000
3503,5688790,
3504,9115800,14.0000
3505,9214713,1.9900
3506,9478990,0.8000
3507,6850504,9.3000
3508,9597411,0.3000
3509,9967884,0.9000
3510,10016874,5.2000
3511,10189546,8.6000
3512,10189546,8.6000
3513,10189546,8.6000
3514,10418224,0.2700
3515,10395543,14.0000
3516,11853905,4.7000
3517,5866724,1.6500
3518,10454313,0.3000
3519,10513530,14.0000
3520,10513530,14.0000
3521,10554999,0.6000
3522,10554999,0.6000
3523,10873260,3.0000
3524,10965008,0.4000
3525,11073351,0.4000
3526,3642335,13.9000
3527,3328052,
3528,7109851,5.5000
3529,11565544,0.4000
3530,7347246,
3531,11403530,1.6000
3532,10617638,7.1000
3533,12072872,5.9000
3534,12785320,
3535,7906671,13.2000
3536,1717722,1.3000
3537,7024222,13.9000
3538,1717722,1.3000
3539,10908248,7.1000
3540,7534267,0.4000
3541,10611420,0.2300
3542,10196493,7.3000
3543,7024511,
3544,7050989,2.0000
3545,7050989,2.0000
3546,10905239,2.3000
3547,10616679,13.8000
3548,10717241,13.8000
3549,10717241,13.8000
3550,6850504,9.3000
3551,10843590,13.8000
3552,10843590,13.8000
3553,10858832,2.3000
3554,10937029,13.9000
3555,10937029,13.9000
3556,11656302,1.1000
3557,11709124,0.4000
3558,11090765,1.4000
3559,11246364,5.6000
3560,5866724,1.6500
3561,11521048,6.8000
3562,11656721,0.5000
3563,11669239,9.7000
3564,11669239,9.7000
3565,11823054,0.5000
3566,11823054,0.5000
3567,11913012,0.4000
3568,11972666,0.6000
3569,12058931,0.5000
3570,8709688,13.9000
3571,8241079,4.1800
3572,3348285,0.3000
3573,11618601,0.5000
3574,11618601,0.5000
3575,7732285,
3576,12833566,
3577,9716391,
3578,6929841,14.0000
3579,2692377,9.0000
3580,7419318,4.4000
3581,7419318,4.4000
3582,7603200,
3583,7603200,
3584,7603200,
3585,7700622,7.9000
3586,8008067,5.1000
3587,8008067,5.1000
3588,8008067,5.1000
3589,8121310,2.3000
3590,8554498,5.1000
3591,11709124,0.4000
3592,11805075,4.3000
3593,11824222,8.7000
3594,6850504,9.3000
3595,12302530,13.9000
3596,12302530,13.9000
3597,12470954,0.7000
3598,12470954,0.7000
3599,2438264,13.7000
3600,2438264,13.7000
3601,3340312,0.2400
3602,3745690,0.3000
3603,12058931,0.5000
3604,5866724,1.6500
3605,12116489,2.7000
3606,12600735,0.4000
3607,3437776,7.5000
3608,3437776,7.5000
3609,4165473,0.3000
3610,4270253,0.4000
3611,4270253,0.4000
3612,5122112,0.9000
3613,5303551,11.1000
3614,11137180,1.2000
3615,9838804,
3616,5903749,14.0000
3617,5903749,14.0000
3618,5524881,
3619,6949898,0.6000
3620,10585738,9.2000
3621,7186665,0.9000
3622,2973386,13.8000
3623,7837302,
3624,8156120,1.2300
3625,8684730,3.8600
3626,8700558,2.6100
3627,8753657,9.1000
3628,8753657,9.1000
3629,8948424,
3630,9139084,2.3000
3631,9641041,0.2700
3632,9724984,10.9000
3633,9880467,1.2300
3634,9527334,1.5000
3635,3745690,0.3000
3636,3745690,0.3000
3637,11904151,10.0000
3638,3833007,0.4000
3639,3847138,1.0000
3640,4384675,0.4000
3641,4633570,13.9000
3642,4633570,13.9000
3643,5021176,2.5000
3644,5640085,13.7000
3645,5640085,13.7000
3646,5443837,0.3000
3647,10593626,9.9000
3648,5709725,12.3000
3649,5709725,12.3000
3650,5738496,0.4000
3651,5774349,13.8000
3652,5978361,1.4000
3653,6422367,11.5000
3654,6501635,0.6000
3655,6665695,5.4000
3656,6681233,0.7000
3657,6388770,3.5400
3658,3438975,7.0000
3659,5217891,0.6000
3660,6593150,0.6000
3661,8051946,12.2000
3662,5445681,4.8000
3663,6357290,
3664,4072955,2.7000
3665,8695311,0.3000
3666,9834731,0.3000
3667,9880467,1.2300
3668,9881662,0.8800
3669,9881662,0.8800
3670,9895004,7.9000
3671,10031885,0.3000
3672,11361646,6.4000
3673,11361646,6.4000
3674,10285631,9.8000
3675,10290666,3.8000
3676,10337258,0.3600
3677,6056992,
3678,10318874,6.1000
3679,7040629,
3680,7040629,
3681,7115785,9.3000
3682,7115785,9.3000
3683,7115785,9.3000
3684,7124613,1.3500
3685,7277317,
3686,7385509,
3687,7447200,9.6000
3688,7447200,9.6000
3689,8711794,12.2000
3690,7466863,3.5600
3691,7509886,13.9000
3692,7509886,13.9000
3693,7515212,2.5000
3694,7515212,2.5000
3695,7529266,2.3500
3696,7598128,2.3300
3697,7619236,6.5000
3698,7630229,3.5000
3699,7730747,10.8000
3700,10489525,1.8400
3701,7764367,3.5800
3702,7906882,8.6000
3703,7976520,2.2000
3704,8161561,2.8600
3705,8361905,
3706,8409588,0.3000
3707,8480285,2.7500
3708,8480285,2.7500
3709,8557374,0.4000
3710,8557374,0.4000
3711,11250587,3.8000
3712,8738735,0.2300
3713,8738735,0.2300
3714,8802165,0.4000
3715,8805348,2.7400
3716,8869680,6.1000
3717,8878187,
3718,8891278,
3719,8908102,2.7700
3720,8962094,6.4000
3721,8962094,6.4000
3722,4914423,3.4000
3723,8962094,6.4000
3724,8962094,6.4000
3725,9002278,9.8000
3726,9002278,9.8000
3727,9002278,9.8000
3728,9053112,3.2700
3729,9162741,
3730,9266431,10.9000
3731,9300285,1.8900
3732,9426071,2.0800
3733,4914423,3.4000
3734,9458613,4.2400
3735,9458613,4.2400
3736,9458613,4.2400
3737,9458613,4.2400
3738,9458613,4.2400
3739,9530945,0.2800
3740,9530945,0.2800
3741,9578686,3.7000
3742,9590976,
3743,9590976,
3744,4752451,4.9000
3745,9590976,
3746,9597345,6.3000
3747,9597345,6.3000
3748,9597345,6.3000
3749,9640976,0.5000
3750,9640985,0.4400
3751,9702072,7.1000
3752,9834719,0.5000
3753,9846348,0.3000
3754,9873254,2.8000
3755,9450647,1.0500
3756,9873254,2.8000
3757,9884104,4.0000
3758,9884104,4.0000
3759,9884104,4.0000
3760,9950612,6.0000
3761,9950612,6.0000
3762,9950612,6.0000
3763,9950612,6.0000
3764,9963524,8.7000
3765,9963524,8.7000
3766,6678383,12.9000
3767,9963524,8.7000
3768,9963524,8.7000
3769,9964801,6.2000
3770,9965439,0.2500
3771,10002866,0.7000
3772,10002866,0.7000
3773,10002866,0.7000
3774,10005020,0.5000
3775,10068383,0.9000
3776,10157573,0.2500
3777,6678383,12.9000
3778,10191070,13.9000
3779,5780885,4.4300
3780,12068975,11.7000
3781,12068975,11.7000
3782,12068975,11.7000
3783,12068975,11.7000
3784,3541946,0.4000
3785,3541946,0.4000
3786,3541946,0.4000
3787,4449034,2.2100
3788,4478168,1.9000
3789,4478168,1.9000
3790,10221013,0.3000
3791,10225800,0.3000
3792,10227020,7.2000
3793,10227020,7.2000
3794,10227020,7.2000
3795,10227020,7.2000
3796,10259031,0.6000
3797,10265898,2.5000
3798,10265898,2.5000
3799,10264660,2.2700
3800,4563268,1.2800
3801,4563268,1.2800
3802,4644604,6.5000
3803,4656049,3.1000
3804,4659405,13.9000
3805,4742414,5.5000
3806,4827723,6.0000
3807,4841374,5.7000
3808,4861736,0.3000
3809,5020319,0.8900
3810,8505215,8.9000
3811,5090690,
3812,5098444,13.8000
3813,5113822,6.7000
3814,5113822,6.7000
3815,5120087,0.2400
3816,5121511,10.3000
3817,5131180,1.7000
3818,5181817,0.3000
3819,5309353,
3820,5356593,4.4000
3821,4055765,1.4700
3822,5374854,3.5200
3823,5374854,3.5200
3824,5384802,1.9000
3825,5531694,0.8900
3826,5596440,2.6800
3827,5613330,3.3900
3828,5786676,13.9000
3829,5796186,1.6000
3830,5796675,0.9000
3831,5893123,1.8800
3832,8456679,2.5000
3833,5941160,6.3000
3834,5941160,6.3000
3835,5966154,2.9000
3836,5966154,2.9000
3837,5966660,0.2200
3838,6020753,13.4000
3839,6020753,13.4000
3840,6062088,0.5000
3841,6062088,0.5000
3842,6062088,0.5000
3843,8456679,2.5000
3844,6125481,1.9500
3845,6267535,14.0000
3846,6347299,3.3000
3847,6347299,3.3000
3848,6365156,2.5000
3849,6425957,13.9000
3850,6425957,13.9000
3851,6442340,7.0000
3852,6442340,7.0000
3853,6442340,7.0000
3854,2444412,9.1000
3855,6685609,4.1000
3856,6685609,4.1000
3857,6685609,4.1000
3858,6707835,2.2000
3859,6752502,
3860,6805146,2.9400
3861,6960445,7.1000
3862,7033671,9.6000
3863,7040629,
3864,7040629,
3865,11553706,0.3000
